,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
4075,CHEMBL4160908,inactive,COc1ccccc1C1NC(=S)Nc2nc3c(c(N)c21)CCCC3,340.4520000000002,2.9406000000000008,3.0,4.0,4.505845405981558
4076,CHEMBL230702,active,CCN(CCCCCNC1=CC(=O)C(NCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,604.8360000000005,5.487200000000004,2.0,8.0,8.627087997029893
4078,CHEMBL3628185,active,COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4cccc(F)c4)cc3)c2c1,432.51900000000006,3.9429000000000034,2.0,2.0,6.356547323513812
4081,CHEMBL170946,active,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)c3)CC1)C2,393.5270000000002,4.669520000000005,0.0,4.0,7.055517327849832
4083,CHEMBL4562938,active,COc1ccc(CN2CCC(Nc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)s3)CC2)cc1,515.6790000000003,6.579400000000007,1.0,7.0,6.113509274827518
4086,CHEMBL3577522,active,CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,533.6210000000003,5.872500000000006,1.0,8.0,6.6020599913279625
4087,CHEMBL1766147,inactive,[O-][S+]1CCN(c2nccc(NCc3ccccc3)n2)CC1,302.40300000000013,1.6574,1.0,5.0,4.899629454882437
4088,CHEMBL4776389,inactive,COc1cccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3)CC2)c1,521.6370000000004,2.8504000000000014,1.0,5.0,4.7121982700697735
4089,CHEMBL3322232,active,O=C(NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,610.589,8.225700000000007,3.0,5.0,11.221848749616356
4090,CHEMBL4065639,active,COC(=O)C(=O)c1cc(C)ccc1NC(=O)c1ccccc1,297.31,2.6030200000000008,1.0,4.0,6.0
4091,CHEMBL4129940,inactive,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2O[C@@H](C(C)(C)O)[C@@H]1O,568.7950000000005,6.606000000000009,2.0,6.0,4.9484616094846725
4092,CHEMBL4126674,inactive,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2O[C@H](C(C)(C)O)[C@H]1O,568.7950000000005,6.606000000000009,2.0,6.0,4.731656086048935
4093,CHEMBL4462369,active,O=C(CCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,546.1300000000003,7.771200000000007,2.0,3.0,8.886056647693163
4094,CHEMBL128618,active,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,396.443,3.4121000000000024,1.0,6.0,8.050609993355087
4095,CHEMBL3402714,active,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F,382.47900000000016,4.504200000000004,0.0,3.0,6.204119982655925
4096,CHEMBL196699,inactive,COc1cc2ccnc3c2c(c1OC)COC3(O)CC(O)CO,321.32900000000006,0.6705999999999996,3.0,7.0,3.962573502059376
4097,CHEMBL4291046,active,CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(Cl)cc3)cc(=O)c2c1,468.9370000000001,4.596900000000003,1.0,6.0,6.0655015487564325
4098,CHEMBL4785452,inactive,COc1ccc2[nH]cc(CCCN3CCN(C(=O)CN4CCN(C(=O)c5cccc(Br)c5)CC4)CC3)c2c1,582.5429999999999,3.4738000000000024,1.0,5.0,4.301029995663981
4099,CHEMBL1085505,inactive,c1ccc(CCNc2ccnc(N3CCOCC3)n2)cc1,284.36299999999994,1.9678,1.0,5.0,4.705533773838407
4100,CHEMBL2147462,active,CN(C)c1ccccc1CNCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,472.7210000000002,7.112000000000007,2.0,4.0,8.453457336521868
4101,CHEMBL3754739,active,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,471.6010000000002,6.270700000000006,2.0,5.0,6.0030507515046185
4102,CHEMBL397891,active,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-n2nnnc2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,670.8610000000002,8.955700000000002,0.0,6.0,6.4162346317150005
4103,CHEMBL4777818,active,O=c1cc(-c2ccc(OCCCCN3CCN(Cc4ccccc4)CC3)cc2)oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)cc(O)c12,730.9499999999999,7.119200000000009,1.0,9.0,6.0
4104,CHEMBL1085030,active,CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1-2)Cc1ccccc1,473.5980000000002,3.6509000000000023,2.0,5.0,7.522878745280337
4105,CHEMBL147517,inactive,C#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O,222.268,0.5065999999999999,1.0,4.0,4.616184634019569
4106,CHEMBL3597942,inactive,Cc1ccc(-c2csc(NC(=O)C[n+]3ccc(/C=N/O)cc3)n2)cc1,353.427,2.8528200000000004,2.0,5.0,3.0132282657337552
4108,CHEMBL91432,active,CCCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,414.59700000000015,5.232200000000005,1.0,3.0,7.214670164989233
4110,CHEMBL421920,inactive,C/C=C(\C)C(=O)N[C@@H]1[C@H](OC(C)=O)[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]34)[C@@]2(C)C[C@@H]1O,502.7400000000004,4.558800000000005,2.0,5.0,3.739999990121752
4111,CHEMBL4250143,inactive,C=Cc1oc2ccccc2c(=O)c1CN(Cc1ccccc1)/C(=C/C(=O)OC)C(=O)OC,433.46000000000015,3.668100000000001,0.0,7.0,4.698970004336019
4112,CHEMBL427090,inactive,CN(CCCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,457.6140000000002,7.187700000000008,0.0,4.0,3.8181564120552274
4114,CHEMBL224469,inactive,CN(CCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,443.58700000000016,6.797600000000007,0.0,4.0,4.987162775294828
4115,CHEMBL4217666,active,C=CCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,312.3730000000001,1.4469,2.0,5.0,7.876148359032914
4117,CHEMBL5205489,active,Nc1nn(-c2c3c(nc4ccc([N+](=O)[O-])cc24)CCCC3)c2ncccc12,360.3770000000001,3.337900000000002,1.0,7.0,7.251811972993799
4118,CHEMBL33051,inactive,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,288.307,-0.1995999999999986,2.0,4.0,3.337242168318426
4119,CHEMBL4871975,active,Cc1ccc(S(=O)(=O)SCc2ccc(C(C)C)cc2)cc1,320.47900000000004,4.7405200000000045,0.0,3.0,7.924453038607469
4122,CHEMBL5286597,active,CCN(CC)CCCCOc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,397.4710000000001,4.372000000000003,2.0,6.0,7.0
4123,CHEMBL4864555,active,COc1ccc(C2CC(c3cc(F)cc(F)c3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1OC,473.5010000000002,3.985100000000002,1.0,6.0,8.196542884351587
4124,CHEMBL4215154,active,COc1ccc(Cn2cc(C(=O)NCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,595.1430000000004,6.760900000000007,2.0,6.0,7.047691990337875
4125,CHEMBL4552440,active,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,490.05100000000033,5.126600000000004,4.0,4.0,7.207608310501746
4126,CHEMBL2441669,active,COc1cccc(CCCCCCCCc2cccc(OC)[n+]2C)[n+]1C,358.52600000000007,3.478600000000002,0.0,2.0,6.721246399047171
4127,CHEMBL4765163,active,CCn1cc(CNCc2c[nH]nc2-c2ccc(-c3ccccc3)cc2)cn1,357.46100000000007,4.249900000000002,2.0,4.0,6.455931955649724
4129,CHEMBL1642974,inactive,CC(C)(C)c1cc[n+](CCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,340.555,4.7271000000000045,0.0,0.0,4.619788758288394
4130,CHEMBL3216655,active,COc1cc2c(cc1OC)C(=O)C(CC1CCN(CCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)CC1)C2,562.1540000000001,6.743500000000007,1.0,6.0,9.568636235841012
4131,CHEMBL4743674,active,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(Cl)c3)CC2)nc1-c1ccc(OC)cc1,546.0490000000003,3.383820000000002,1.0,9.0,7.108406795651035
4132,CHEMBL2238282,active,O=C(/C=C/c1ccc(N2CCCCC2)cc1)c1sccc1Cl,331.86799999999994,5.287900000000004,0.0,3.0,6.795880017344075
4133,CHEMBL76384,active,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)NCCCC2,394.5340000000002,5.449000000000005,1.0,3.0,6.405607449624573
4134,CHEMBL4636736,inactive,COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1ccc2ccccc2c1,485.5360000000002,4.213200000000004,0.0,7.0,4.0
4135,CHEMBL610242,active,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3coc([N+](=O)[O-])c3)cc1)C2,455.51200000000017,3.7595000000000023,0.0,7.0,8.346787486224656
4136,CHEMBL4100935,active,O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21,395.05,3.9411000000000014,0.0,2.0,7.0499760934766735
4137,CHEMBL4868234,inactive,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(Cl)c3)CC2)ccc1O,386.8790000000001,3.4118000000000026,1.0,4.0,4.811634073936852
4139,CHEMBL3353039,active,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)C[C@@H]4C=C(C)C[C@H]5C4)c3[C@@H](C1)C2,651.7260000000001,11.166199999999987,2.0,4.0,6.716698771296451
4140,CHEMBL3597944,inactive,COc1ccc(-c2csc(NC(=O)C[n+]3ccc(/C=N/O)cc3)n2)cc1,369.426,2.553000000000001,2.0,6.0,2.779891911959945
4141,CHEMBL130704,inactive,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N1CCOCC1,318.40200000000016,2.27572,0.0,6.0,4.301029995663981
4142,CHEMBL4532806,active,Cc1ccc(-c2nc(NCC3CCN(Cc4cc(F)cc(F)c4)CC3)sc2-c2ccc(C)cc2)cc1,503.6620000000002,7.696240000000007,1.0,4.0,6.522878745280337
4143,CHEMBL2297278,inactive,COc1cc(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1C/C=C(\C)CCC=C(C)C,436.5040000000003,5.820600000000003,3.0,6.0,4.960585880823863
4144,CHEMBL293268,inactive,COc1cccc(C[N+](C)(C)Cc2ccccc2)c1,256.369,3.4718000000000027,0.0,1.0,5.0
4145,CHEMBL3586582,active,Cc1c(C)c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2oc1=O,393.527,5.481040000000005,0.0,4.0,6.468521082957745
4148,CHEMBL4100253,inactive,CN(C)CCNC(=S)Nc1ccccc1Cl,257.79,2.188,2.0,2.0,3.6989700043360183
4149,CHEMBL347527,active,CNCCc1cccc(OC(=O)N(C)C)c1,222.28799999999995,1.5089,1.0,3.0,6.552841968657781
4150,CHEMBL1084091,active,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,438.52400000000017,4.582400000000004,1.0,6.0,6.6020599913279625
4151,CHEMBL2237995,active,Nc1cc(-c2ccccc2Br)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,444.2540000000001,6.327300000000004,1.0,3.0,6.050609993355087
4152,CHEMBL4860610,active,Cc1ccc(S(=O)(=O)SCc2ccc(OC(F)(F)F)cc2)cc1,362.394,4.515720000000003,0.0,4.0,6.888065723667318
4153,CHEMBL4791662,inactive,COc1ccc(N2CCN(C(=O)/C=C/c3ccc(O)c(OC)c3)CC2)cc1,368.43300000000016,2.7714000000000008,1.0,5.0,4.919012953089113
4154,CHEMBL2011483,active,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,565.2050000000004,9.395599999999998,2.0,4.0,9.050609993355089
4157,CHEMBL2234520,inactive,CC1(C)CC(=O)C2=C(C1)Oc1nc3c(c(N)c1[C@H]2c1ccc([N+](=O)[O-])cc1)CCCC3,419.4810000000002,4.618300000000003,1.0,6.0,4.030000000370884
4158,CHEMBL4634465,inactive,COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1ccccc1[N+](=O)[O-],480.4730000000002,2.9682000000000013,0.0,9.0,4.267606240177032
4160,CHEMBL4159832,inactive,Nc1c2c(nc3c1C(c1ccc(F)cc1)NC(=S)N3)CCCC2,328.41600000000017,3.0711000000000013,3.0,3.0,4.508638306165727
4162,CHEMBL3780131,inactive,COc1nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)n1,553.6160000000002,3.678600000000003,0.0,12.0,3.956637721978871
4165,CHEMBL554452,active,CN(C)C(=O)Oc1cccc2c1CCC2N,220.27199999999996,1.693,1.0,3.0,8.045757490560675
4168,CHEMBL1242981,active,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCOC2O3)cc1,353.4180000000001,4.817400000000005,1.0,4.0,7.568636235841013
4170,CHEMBL2332981,inactive,O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc3ccccc23)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,717.8699999999999,6.058600000000006,2.0,6.0,4.685500772026848
4171,CHEMBL3234592,active,O/N=C/c1nccc(CCCCCNc2c3c(nc4ccccc24)CCCC3)c1O,404.5140000000002,4.847200000000004,3.0,6.0,7.113509274827518
4172,CHEMBL3585780,active,COc1ccccc1C(C)NS(N)(=O)=O,230.289,0.5493000000000001,2.0,3.0,10.571055709964426
4173,CHEMBL4090498,inactive,C[n+]1c2ccccc2c(-c2ccccc2)c2ccccc21,270.355,4.484500000000003,0.0,0.0,4.212539525481585
4175,CHEMBL363557,active,CCNC(=O)Oc1cccc2c1CCC1CCN(C)C21,274.3639999999999,2.733900000000001,1.0,3.0,6.405607449624573
4177,CHEMBL238257,inactive,CC(C)N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,354.328,4.731700000000004,0.0,4.0,4.301029995663981
4178,CHEMBL1084789,inactive,c1ccc(C2=NNC(NCN3CCCCC3)=NC2)cc1,271.36799999999994,1.3828999999999994,2.0,5.0,4.327902142064283
4179,CHEMBL53623,active,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,337.42300000000006,3.6328200000000015,2.0,4.0,7.769551078621726
4180,CHEMBL1194868,inactive,CN1CCN(C(C#N)c2ccc3c(c2)OCO3)CC1,259.309,1.22738,0.0,5.0,3.5601937886066697
4181,CHEMBL4744470,active,Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(F)c1,300.35200000000003,3.6582000000000026,0.0,2.0,6.015472686656207
4182,CHEMBL5085317,inactive,COc1cc2c(c3c1OCOC3)C[C@H]1c3c(cc4c(c3OC)OCO4)CCN1C2,397.42700000000025,2.954500000000001,0.0,7.0,4.701146923590294
4184,CHEMBL4161065,active,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3C)cc1C(C)=O)C2=O,414.52500000000015,4.529820000000004,0.0,3.0,8.0
4185,CHEMBL242905,active,COc1cc2cc(-c3ccc(CN(C)Cc4cccc([N+](=O)[O-])c4)cc3)c(=O)oc2cc1OC,460.4860000000002,5.017400000000005,0.0,7.0,6.434152181326482
4186,CHEMBL241760,inactive,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1Cl,422.7900000000001,6.181300000000004,0.0,4.0,4.301029995663981
4187,CHEMBL5195980,active,O=C(COc1cc(F)ccc1[N+](=O)[O-])NCC1CCN(Cc2ccccc2)CC1,401.4380000000002,3.1411000000000016,1.0,5.0,6.987162775294828
4188,CHEMBL189957,active,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,502.6110000000002,6.125700000000006,1.0,6.0,6.494850021680094
4189,CHEMBL3585374,active,Cc1ccc2[nH]c3c(c2c1)CN(CCCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3,454.66200000000026,6.242840000000006,2.0,2.0,6.721246399047171
4191,CHEMBL3754622,inactive,Clc1ccc(CN(Cc2cccnc2)C2=NCC(CI)S2)cc1,457.7680000000001,4.643600000000003,0.0,4.0,4.0
4192,CHEMBL4476861,inactive,O=C(c1cccc2ccccc12)n1nc(OCCCN2CCCC2)c2ccccc21,399.4940000000002,4.742700000000005,0.0,5.0,5.0
4193,CHEMBL5265752,active,COc1ccc(/C=C/C(=O)c2cc(I)c(Cl)cc2O)cc1,414.6260000000001,4.554900000000003,1.0,3.0,7.931072388317928
4194,CHEMBL4470448,active,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO)c4)CC3)cc2oc1=O,451.56300000000033,4.4620400000000044,1.0,6.0,6.075720713938118
4195,CHEMBL5422505,inactive,O/N=C/c1cc(Br)cc(CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1O,458.2780000000001,4.303800000000003,2.0,5.0,3.0
4196,CHEMBL5090153,active,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccc(F)c1,433.47900000000016,4.635400000000004,1.0,5.0,6.481486060122113
4197,CHEMBL5266377,active,CCOP(=O)(OCC)C(NCCc1ccc(OC)cc1)c1coc2ccccc2c1=O,445.4520000000002,4.8986000000000045,1.0,7.0,7.0
4198,CHEMBL12937,active,CN(C)Cc1ccc(CSCCCCSCc2ccc(CN(C)C)o2)o1,396.6220000000001,4.942600000000005,0.0,6.0,6.6777807052660805
4200,CHEMBL32329,active,Clc1cccc(Cl)c1CO/N=C/c1cc[n+](CCCc2ccccc2)cc1,400.3290000000002,5.464400000000006,0.0,2.0,6.7447274948966935
4201,CHEMBL83005,active,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,440.58500000000015,4.663000000000005,1.0,5.0,7.045757490560675
4203,CHEMBL3416658,active,COc1cc(/C=C2\Oc3cc(OCCN4CCCCC4)ccc3C2=O)cc(OC)c1OC,439.5080000000002,4.193300000000003,0.0,7.0,6.374687549038326
4204,CHEMBL5272912,inactive,COc1ccc2c(c1)c(C=O)cn2CCCCCCCCCCCCN(C)Cc1cccc(O)c1,478.6770000000004,7.201000000000008,1.0,5.0,4.116225038644742
4205,CHEMBL376012,inactive,Cc1nccc2c1[nH]c1ccc(O)cc12,198.225,2.7301200000000003,2.0,2.0,5.0
4206,CHEMBL3289941,inactive,CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)c([N+](=O)[O-])c1,308.337,3.4832000000000027,0.0,4.0,4.0
4207,CHEMBL328102,active,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,336.50400000000013,5.141100000000005,0.0,3.0,7.010016541698601
4208,CHEMBL5408625,inactive,COc1cc(O)c2c(c1)C[C@H]1NCCc3c(OC)c4c(c-2c31)OCO4,341.3630000000001,2.548000000000001,2.0,6.0,3.7907531512466255
4209,CHEMBL14577,inactive,C[n+]1ccccc1C=NO,137.162,0.3191999999999999,1.0,2.0,3.0018714928717336
4211,CHEMBL4068829,inactive,COc1ccc(CN(CC(=O)NC(C)C)C(=O)CCCCCn2cc[n+](C)c2/C=N\O)cc1,458.58300000000025,2.2431,2.0,6.0,3.0
4212,CHEMBL4094837,inactive,COc1ccc(C2c3ccccc3N(C)c3ccccc32)cc1,301.389,4.956700000000004,0.0,2.0,4.698970004336019
4214,CHEMBL1834069,inactive,CN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,359.47700000000015,3.4299000000000017,1.0,5.0,4.863279432843593
4215,CHEMBL4755324,active,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)cc3)CC2)nc1-c1ccccc1,481.57800000000026,2.72182,1.0,8.0,6.698970004336019
4216,CHEMBL4449445,active,FC(F)(F)Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,362.3950000000001,4.668700000000004,0.0,3.0,6.0
4217,CHEMBL4797232,inactive,O=C(CN1CCN(C(=O)c2ccccc2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,491.6110000000004,2.841800000000002,1.0,4.0,4.301029995663981
4218,CHEMBL344864,inactive,C[N+]1(C)CCO[C@@](O)(C(F)(F)F)C1,200.17999999999995,0.3438999999999998,1.0,2.0,2.4170000003594185
4220,CHEMBL396199,active,COc1cc2cc(-c3ccc(C[N+](C)(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,430.52400000000017,5.2538000000000045,0.0,4.0,7.978810700930062
4222,CHEMBL58252,inactive,C=CC[N+](C)(C)c1ccc(O)cc1,178.255,2.1451,1.0,1.0,5.0
4223,CHEMBL303846,inactive,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,228.247,2.9772000000000007,0.0,3.0,3.823908740944319
4224,CHEMBL5401005,inactive,CC(C)NCCN1C(=O)CSC1c1ccc(Cl)cc1Cl,333.2840000000001,3.565400000000002,1.0,3.0,3.6989700043360183
4225,CHEMBL5202625,active,O=C1CC(O)C(O)c2c(O)cccc21,194.186,0.3728999999999999,3.0,4.0,6.563233260826546
4226,CHEMBL3356536,active,O=C1C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21,447.9220000000004,4.437200000000004,3.0,6.0,9.142667503568733
4227,CHEMBL4789019,active,COc1cccc2cc[n+](-c3ccc(Br)cc3)cc12,315.19,3.8876000000000026,0.0,1.0,6.721246399047171
4228,CHEMBL5219522,active,Cc1c(Cl)c(=O)oc2cc(OCCCCSC(=S)N3CCCCC3C)ccc12,440.0300000000002,5.806320000000006,0.0,5.0,8.167491087293763
4229,CHEMBL4092142,inactive,NS(=O)(=O)c1ccc(NC(=S)NCCN2CCOCC2)cc1,344.46200000000016,-0.0474000000000001,3.0,5.0,3.6989700043360183
4230,CHEMBL362350,active,C=[N+]1N=C(CCC2CCN(Cc3ccccc3)CC2)c2ccccc21,332.47100000000006,4.4413000000000045,0.0,2.0,6.468521082957745
4231,CHEMBL339297,inactive,COc1nn(-c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)c(=O)o1,367.4050000000001,3.383900000000001,1.0,6.0,4.301029995663981
4232,CHEMBL542220,active,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1,378.472,4.458900000000003,1.0,4.0,7.083019952679618
4233,CHEMBL91774,active,c1ccc(CN2CCC(CCN=c3[nH]nc(-c4ccccc4)c4ccccc34)CC2)cc1,422.5760000000002,5.432900000000005,1.0,3.0,6.356547323513812
4234,CHEMBL4859070,inactive,Fc1ccc2[nH]c3c(c2c1)CN(Cc1ccccc1)CC3,280.34600000000006,3.865300000000002,1.0,1.0,4.7544873321858505
4235,CHEMBL2323352,inactive,COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1,366.465,1.9630999999999996,1.0,5.0,4.053056729302175
4236,CHEMBL5184984,active,CC(=O)N1N=C(c2ccc3c(c2)OCO3)CC1c1ccc(-c2ccccc2)cc1,384.435,4.779900000000004,0.0,4.0,6.039529222465701
4237,CHEMBL5266033,active,COc1cc(/C=C/c2nnc(-c3ccc(Cl)cc3)o2)ccc1O,328.75500000000005,4.274600000000003,1.0,5.0,9.476253533188435
4238,CHEMBL542467,active,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,530.6650000000003,6.905900000000008,1.0,6.0,7.931814138253839
4239,CHEMBL554056,inactive,C#CCNC1CCc2ccc(OC(=O)N(CC)C3CCCCC3)cc21,340.4670000000002,4.050100000000003,1.0,3.0,4.747146969020107
4240,CHEMBL3237629,inactive,CC[C@H]1[C@H](C[C@H](C)C(=O)OC)O[C@]23CC[C@@H]([C@@H]4C[C@H](C)C(=O)O4)N2CCCC[C@]13O,423.5500000000002,2.637900000000001,1.0,7.0,4.0
4241,CHEMBL268481,inactive,CN1CC[C@H]2COc3c(O)cccc3[C@H]21,205.257,1.7773999999999996,1.0,3.0,4.399999967876858
4242,CHEMBL3597006,inactive,COC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(C)cc1,557.5210000000002,8.842140000000002,1.0,4.0,2.6675615400843946
4243,CHEMBL4094543,active,Cc1ccc2c(c1)CC(=O)N2C(=O)c1ccccc1,251.28500000000005,2.724520000000001,0.0,2.0,6.0
4244,CHEMBL3122148,inactive,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccc(OC)cc1)CCC3,486.9990000000004,6.693300000000006,0.0,5.0,4.6020599913279625
4245,CHEMBL4209803,active,Cc1cccc(C(=O)Nc2ccc3c(c2)CN(C(=O)c2cccc(C)c2)C(=O)C3)c1,398.46200000000016,4.280840000000002,1.0,3.0,10.869023308394382
4246,CHEMBL5218491,inactive,O=C(Oc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1)N1CCCCC1,381.3840000000002,3.855900000000002,2.0,6.0,4.204119982655925
4248,CHEMBL4776999,active,CCCC[N+]1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1,435.58800000000025,4.592900000000005,0.0,4.0,6.267606240177032
4250,CHEMBL128780,active,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,544.6920000000005,7.296000000000008,1.0,6.0,7.0
4251,CHEMBL103873,active,CCCCCSC(=O)OCC[N+](C)(C)C,234.385,2.752600000000001,0.0,3.0,6.096910013008056
4253,CHEMBL409854,inactive,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C(=O)/C=C/c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,490.7760000000004,7.135800000000009,0.0,2.0,4.70999991085297
4254,CHEMBL4163678,active,COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(F)c3)cc2C#N)cc1OC,405.4490000000001,3.8658800000000033,0.0,4.0,7.958607314841775
4255,CHEMBL2441668,active,COc1cccc(CCCCCCCc2cccc(OC)[n+]2C)[n+]1C,344.499,3.0885000000000016,0.0,2.0,6.920818753952375
4256,CHEMBL1076260,active,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1,592.8060000000003,5.716900000000005,2.0,7.0,6.356547323513812
